trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
90,True,"{'a': 0, 'e': 0}",30,0,-76.75488195396672,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
91,True,"{'a': 0, 'e': 0}",35,0,-47.88463239242201,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
92,True,"{'a': 0, 'e': 0}",25,0,33.25962905598633,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,True,"{'a': 0, 'e': 0}",20,0,-4.264285684421824,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
94,True,"{'a': 0, 'e': 0}",20,0,-35.49360568233829,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
95,True,"{'a': 0, 'e': 0}",30,0,-29.648158999826656,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
96,True,"{'a': 0, 'e': 0}",25,0,-57.778458960796634,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
97,True,"{'a': 0, 'e': 0}",20,0,5.949990664883436,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
98,True,"{'a': 0, 'e': 0}",30,0,22.217952930638607,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,True,"{'a': 0, 'e': 0}",20,0,-64.90241677376643,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
100,True,"{'a': 0, 'e': 0}",20,0,2.3487091741462893,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
101,True,"{'a': 0, 'e': 0}",20,0,-41.231423349784265,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
102,True,"{'a': 0, 'e': 0}",20,0,-5.63030509096733,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
103,True,"{'a': 0, 'e': 0}",20,0,13.01885954027322,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,True,"{'a': 0, 'e': 0}",20,0,-21.59935049824431,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
105,True,"{'a': 0, 'e': 0}",25,0,-18.93318776882905,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
106,True,"{'a': 0, 'e': 0}",25,0,-58.88412656858835,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
107,True,"{'a': 0, 'e': 0}",20,0,26.350469432816755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,True,"{'a': 0, 'e': 0}",20,0,10.34026188148367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,True,"{'a': 0, 'e': 0}",30,0,-84.99891673900012,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
110,True,"{'a': 0, 'e': 0}",20,0,-35.3056099036585,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
111,True,"{'a': 0, 'e': 0}",20,0,25.95840590092201,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
112,True,"{'a': 0, 'e': 0}",20,0,-5.062851032878289,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
113,True,"{'a': 0, 'e': 0}",25,0,-39.57104185450647,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
114,True,"{'a': 0, 'e': 0}",25,0,-77.66414702861586,"{0: 20, 1: 0, 2: 0, 3: 5, 4: 0}",0
115,True,"{'a': 0, 'e': 0}",30,0,-59.569176521539596,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
116,True,"{'a': 0, 'e': 0}",20,0,27.960573050637244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,True,"{'a': 0, 'e': 0}",20,0,-19.187274693407563,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
118,True,"{'a': 0, 'e': 0}",30,0,-18.453857530734634,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
119,True,"{'a': 0, 'e': 0}",30,0,-120.74585848628818,"{0: 23, 1: 0, 2: 0, 3: 7, 4: 0}",0
120,True,"{'a': 0, 'e': 0}",25,0,-43.80062826587703,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
121,True,"{'a': 0, 'e': 0}",20,0,-44.79586566173896,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
122,True,"{'a': 0, 'e': 0}",25,0,-24.89256586010326,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
123,True,"{'a': 0, 'e': 0}",25,0,-0.029197570569518883,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
124,True,"{'a': 0, 'e': 0}",25,0,-12.741334261621306,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
125,True,"{'a': 0, 'e': 0}",25,0,-18.407669774698014,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
126,True,"{'a': 0, 'e': 0}",25,0,-38.37292697343361,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
127,True,"{'a': 0, 'e': 0}",20,0,1.8670258242556907,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
128,True,"{'a': 0, 'e': 0}",20,0,-40.41774028214734,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
129,True,"{'a': 0, 'e': 0}",20,0,-39.97706638889328,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
130,True,"{'a': 0, 'e': 0}",30,0,9.141820033010926,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
131,True,"{'a': 0, 'e': 0}",20,0,0.28539281668478644,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
132,True,"{'a': 0, 'e': 0}",20,0,-21.26601005146132,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
133,True,"{'a': 0, 'e': 0}",25,0,-22.245779108309932,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
134,True,"{'a': 0, 'e': 0}",20,0,-66.45836764161034,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
135,True,"{'a': 0, 'e': 0}",25,0,-0.5432756929621376,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
136,True,"{'a': 0, 'e': 0}",20,0,1.179531781112416,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
137,True,"{'a': 0, 'e': 0}",20,0,-17.596598232183098,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
138,True,"{'a': 0, 'e': 0}",20,0,-17.548898838031928,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
139,True,"{'a': 0, 'e': 0}",20,0,-6.927275251208158,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
140,True,"{'a': 0, 'e': 0}",20,0,-21.487776114107,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
141,True,"{'a': 0, 'e': 0}",20,0,3.32969051250501,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
142,True,"{'a': 0, 'e': 0}",20,0,-18.504855818593143,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
143,True,"{'a': 0, 'e': 0}",30,0,-3.5615688379748747,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
144,True,"{'a': 0, 'e': 0}",20,0,-20.35214852378817,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
145,True,"{'a': 0, 'e': 0}",20,0,-5.561807839479654,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
146,True,"{'a': 0, 'e': 0}",25,0,-22.234643727538323,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
147,True,"{'a': 0, 'e': 0}",25,0,-18.877396186639995,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
148,True,"{'a': 0, 'e': 0}",25,0,-18.73584922361832,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
149,True,"{'a': 0, 'e': 0}",20,0,-26.470086174762105,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
150,True,"{'a': 0, 'e': 0}",25,0,-11.331521196879525,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
151,True,"{'a': 0, 'e': 0}",25,0,17.855891945793292,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,True,"{'a': 0, 'e': 0}",30,0,-55.18798954102694,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
153,True,"{'a': 0, 'e': 0}",20,0,17.63043029638825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,True,"{'a': 0, 'e': 0}",30,0,4.736119718132624,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
155,True,"{'a': 0, 'e': 0}",25,0,2.040281174107079,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
156,True,"{'a': 0, 'e': 0}",20,0,-28.839023978888733,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
157,True,"{'a': 0, 'e': 0}",20,0,21.307918532433273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
158,True,"{'a': 0, 'e': 0}",25,0,-15.467643295009486,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
159,True,"{'a': 0, 'e': 0}",20,0,-17.917934391602365,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
160,True,"{'a': 0, 'e': 0}",35,0,-37.009712431807564,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
161,True,"{'a': 0, 'e': 0}",20,0,-42.31561042497007,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
162,True,"{'a': 0, 'e': 0}",35,0,31.04637597853025,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
163,True,"{'a': 0, 'e': 0}",30,0,6.578231899160649,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
164,True,"{'a': 0, 'e': 0}",20,0,-95.77747035436828,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
165,True,"{'a': 0, 'e': 0}",20,0,-20.443591349620018,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
166,True,"{'a': 0, 'e': 0}",25,0,-9.141443574899291,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
167,True,"{'a': 0, 'e': 0}",25,0,-19.78107249788521,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
168,True,"{'a': 0, 'e': 0}",20,0,-39.13553633973446,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
169,True,"{'a': 0, 'e': 0}",20,0,-10.128952162133256,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
170,True,"{'a': 0, 'e': 0}",25,0,-33.53647105653515,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
171,True,"{'a': 0, 'e': 0}",25,0,5.581006434941116,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
172,True,"{'a': 0, 'e': 0}",20,0,3.497669580986134,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
173,True,"{'a': 0, 'e': 0}",20,0,20.41898675413387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,True,"{'a': 0, 'e': 0}",25,0,-19.46111701380861,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
175,True,"{'a': 0, 'e': 0}",20,0,-19.61746788414434,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
176,True,"{'a': 0, 'e': 0}",25,0,-5.904763372292431,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
177,True,"{'a': 0, 'e': 0}",30,0,-8.46599891259805,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
178,True,"{'a': 0, 'e': 0}",25,0,-0.7849234088746848,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
179,True,"{'a': 0, 'e': 0}",20,0,-45.160976456233314,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
180,True,"{'a': 0, 'e': 0}",30,0,-56.62958689732147,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
181,True,"{'a': 0, 'e': 0}",20,0,-18.560928585108467,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
182,True,"{'a': 0, 'e': 0}",25,0,-22.651902173947597,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
183,True,"{'a': 0, 'e': 0}",20,0,-36.65026695603432,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
184,True,"{'a': 0, 'e': 0}",20,0,23.668344045390388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,True,"{'a': 0, 'e': 0}",30,0,-14.297763261578037,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
186,True,"{'a': 0, 'e': 0}",20,0,-32.25273232522951,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
187,True,"{'a': 0, 'e': 0}",20,0,-26.071314858387623,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
188,True,"{'a': 0, 'e': 0}",25,0,-25.725232659031423,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
189,True,"{'a': 0, 'e': 0}",20,0,5.276154000004834,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
190,True,"{'a': 0, 'e': 0}",30,0,29.18748137541928,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,True,"{'a': 0, 'e': 0}",30,0,-0.778649653108983,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
192,True,"{'a': 0, 'e': 0}",20,0,-28.71718223898749,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
193,True,"{'a': 0, 'e': 0}",35,0,-6.400996981882456,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
194,True,"{'a': 0, 'e': 0}",20,0,-22.812261226205102,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
195,True,"{'a': 0, 'e': 0}",25,0,29.313544514059238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,True,"{'a': 0, 'e': 0}",30,0,-35.8284043939009,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
197,True,"{'a': 0, 'e': 0}",20,0,-0.41593311071829286,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
198,True,"{'a': 0, 'e': 0}",20,0,-4.2730423180904165,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
199,True,"{'a': 0, 'e': 0}",20,0,-2.0813939026071138,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
200,True,"{'a': 0, 'e': 0}",30,0,2.534550212806428,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
201,True,"{'a': 0, 'e': 0}",30,0,-71.82514321209969,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
202,True,"{'a': 0, 'e': 0}",20,0,-25.540794916373155,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
203,True,"{'a': 0, 'e': 0}",30,0,16.35980687326638,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
204,True,"{'a': 0, 'e': 0}",20,0,-61.30982025708053,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
205,True,"{'a': 0, 'e': 0}",30,0,-9.230744793196534,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
206,True,"{'a': 0, 'e': 0}",35,0,25.903678512128828,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,True,"{'a': 0, 'e': 0}",25,0,4.989801974049433,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
208,True,"{'a': 0, 'e': 0}",30,0,-19.695340142033352,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
209,True,"{'a': 0, 'e': 0}",30,0,-51.33315517221566,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
210,True,"{'a': 0, 'e': 0}",25,0,26.714067838604546,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,True,"{'a': 0, 'e': 0}",20,0,-35.75337336367531,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
212,True,"{'a': 0, 'e': 0}",35,0,-26.410281512902174,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
213,True,"{'a': 0, 'e': 0}",20,0,16.317664100239952,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,True,"{'a': 0, 'e': 0}",20,0,-28.485971441365862,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
215,True,"{'a': 0, 'e': 0}",30,0,-16.66167866086854,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
216,True,"{'a': 0, 'e': 0}",20,0,-5.636402007846249,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
217,True,"{'a': 0, 'e': 0}",30,0,14.318196649953716,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
218,True,"{'a': 0, 'e': 0}",25,0,-20.94866829448381,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
219,True,"{'a': 0, 'e': 0}",25,0,-41.75405115269762,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
220,True,"{'a': 0, 'e': 0}",20,0,-21.737042956988827,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
221,True,"{'a': 0, 'e': 0}",30,0,2.3756015060022624,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
222,True,"{'a': 0, 'e': 0}",30,0,-4.176203721228626,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
223,True,"{'a': 0, 'e': 0}",30,0,-32.42994607927806,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
224,True,"{'a': 0, 'e': 0}",20,0,-79.87521424347827,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
225,True,"{'a': 0, 'e': 0}",30,0,-70.24518432701758,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
226,True,"{'a': 0, 'e': 0}",25,0,-33.29505892202431,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
227,True,"{'a': 0, 'e': 0}",20,0,-22.73918788825245,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
228,True,"{'a': 0, 'e': 0}",25,0,15.48219656878602,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,True,"{'a': 0, 'e': 0}",25,0,-65.27708238411851,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
230,True,"{'a': 0, 'e': 0}",20,0,-3.6509989860033696,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
231,True,"{'a': 0, 'e': 0}",20,0,-1.001639291604125,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
232,True,"{'a': 0, 'e': 0}",20,0,-22.195197318984246,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
233,True,"{'a': 0, 'e': 0}",25,0,-1.2187771899118567,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
234,True,"{'a': 0, 'e': 0}",20,0,-8.146065382768358,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
235,True,"{'a': 0, 'e': 0}",20,0,20.90432935973127,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,True,"{'a': 0, 'e': 0}",20,0,-4.437393116380558,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
237,True,"{'a': 0, 'e': 0}",25,0,1.8042315446679362,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
238,True,"{'a': 0, 'e': 0}",30,0,0.9670232985379928,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
239,True,"{'a': 0, 'e': 0}",25,0,-10.214607268617339,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
240,True,"{'a': 0, 'e': 0}",20,0,2.758816381785482,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
241,True,"{'a': 0, 'e': 0}",20,0,19.378345909832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,True,"{'a': 0, 'e': 0}",25,0,24.18109408646885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,True,"{'a': 0, 'e': 0}",25,0,-43.791974774735216,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
244,True,"{'a': 0, 'e': 0}",30,0,32.75903098041794,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,True,"{'a': 0, 'e': 0}",25,0,-2.4223536980318743,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
246,True,"{'a': 0, 'e': 0}",20,0,-18.90004457700505,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
247,True,"{'a': 0, 'e': 0}",25,0,-14.779179241780271,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
248,True,"{'a': 0, 'e': 0}",25,0,-34.6063887047008,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
249,True,"{'a': 0, 'e': 0}",30,0,1.2855954872139417,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
250,True,"{'a': 0, 'e': 0}",25,0,16.278279485280848,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,True,"{'a': 0, 'e': 0}",20,0,0.4941119260599507,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
252,True,"{'a': 0, 'e': 0}",20,0,-4.76330472821235,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
253,True,"{'a': 0, 'e': 0}",20,0,12.968342349134096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,True,"{'a': 0, 'e': 0}",25,0,-20.95663909210923,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
255,True,"{'a': 0, 'e': 0}",20,0,-8.951686166058801,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
256,True,"{'a': 0, 'e': 0}",25,0,-35.92522949732769,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
257,True,"{'a': 0, 'e': 0}",20,0,-38.56760122579457,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
258,True,"{'a': 0, 'e': 0}",25,0,31.21821282330634,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,True,"{'a': 0, 'e': 0}",20,0,-23.996019806042575,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
260,True,"{'a': 0, 'e': 0}",20,0,-47.777194626217984,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
261,True,"{'a': 0, 'e': 0}",25,0,30.706296490561964,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,True,"{'a': 0, 'e': 0}",20,0,-6.689936210350599,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
263,True,"{'a': 0, 'e': 0}",25,0,7.226515345679717,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
264,True,"{'a': 0, 'e': 0}",30,0,-26.369987217008013,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
265,True,"{'a': 0, 'e': 0}",20,0,26.028206276939407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,True,"{'a': 0, 'e': 0}",25,0,3.639919642070228,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
267,True,"{'a': 0, 'e': 0}",20,0,-43.690237851353054,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
268,True,"{'a': 0, 'e': 0}",25,0,-7.938443534019674,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
269,True,"{'a': 0, 'e': 0}",35,0,-47.079466206666645,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
270,True,"{'a': 0, 'e': 0}",20,0,-5.128075241797256,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
271,True,"{'a': 0, 'e': 0}",20,0,-63.515535225619914,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
272,True,"{'a': 0, 'e': 0}",25,0,-62.11069010706092,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
273,True,"{'a': 0, 'e': 0}",20,0,14.922117049158466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,True,"{'a': 0, 'e': 0}",20,0,-26.58087536721801,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
275,True,"{'a': 0, 'e': 0}",30,0,-32.04950653438878,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
276,True,"{'a': 0, 'e': 0}",25,0,-52.901048960129415,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
277,True,"{'a': 0, 'e': 0}",25,0,-59.770492089358044,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
278,True,"{'a': 0, 'e': 0}",20,0,-62.856647279269325,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
279,True,"{'a': 0, 'e': 0}",25,0,-12.294863999913643,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
280,True,"{'a': 0, 'e': 0}",20,0,-18.231121944972855,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
281,True,"{'a': 0, 'e': 0}",25,0,-42.74626277525716,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
282,True,"{'a': 0, 'e': 0}",20,0,-20.099406315623202,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
283,True,"{'a': 0, 'e': 0}",20,0,-32.90396297310818,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
284,True,"{'a': 0, 'e': 0}",20,0,-8.833820439978108,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
285,True,"{'a': 0, 'e': 0}",35,0,-59.00331401314876,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
286,True,"{'a': 0, 'e': 0}",20,0,2.2255479699295555,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
287,True,"{'a': 0, 'e': 0}",20,0,10.295266515482712,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,True,"{'a': 0, 'e': 0}",25,0,-12.515197028471567,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
289,True,"{'a': 0, 'e': 0}",20,0,-24.269215995896268,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
290,True,"{'a': 0, 'e': 0}",20,0,-3.2023799342127672,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
291,True,"{'a': 0, 'e': 0}",30,0,-9.191784143175227,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
292,True,"{'a': 0, 'e': 0}",20,0,-85.94319214330379,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
293,True,"{'a': 0, 'e': 0}",25,0,14.955730121881848,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,True,"{'a': 0, 'e': 0}",20,0,-8.854820773278346,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
295,True,"{'a': 0, 'e': 0}",20,0,-37.60828847332504,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
296,True,"{'a': 0, 'e': 0}",25,0,-21.184138106071305,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
297,True,"{'a': 0, 'e': 0}",25,0,-25.63556151679566,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
298,True,"{'a': 0, 'e': 0}",20,0,-26.756345263109218,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
