trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9999500004166653}",25,0,-196.84035821877643,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.9998000066665778}",30,0,-134.15300825627693,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9995500337489875}",20,1,-151.06859389953755,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 3}",1
4,False,"{'a': 0.01, 'e': 0.9992001066609779}",25,0,-39.49508737351217,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.9987502603949663}",30,0,-203.3799549871336,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
6,False,"{'a': 0.01, 'e': 0.9982005399352042}",20,0,-102.4944050694724,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
7,False,"{'a': 0.01, 'e': 0.9975510002532796}",30,0,-149.94366146075015,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
8,False,"{'a': 0.01, 'e': 0.9968017063026194}",25,6,-119.1390444647503,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 2}",1
9,False,"{'a': 0.01, 'e': 0.9959527330119943}",20,0,-93.92973262368587,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9950041652780258}",35,0,-270.3674130757958,"{0: 14, 1: 6, 2: 11, 3: 1, 4: 3}",0
11,False,"{'a': 0.01, 'e': 0.9939560979566968}",25,0,-104.13803502574244,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.9928086358538663}",25,0,-152.0218769560109,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
13,False,"{'a': 0.01, 'e': 0.9915618937147881}",20,0,-178.59564514783006,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
14,False,"{'a': 0.01, 'e': 0.9902159962126371}",20,0,-147.0734177597018,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
15,False,"{'a': 0.01, 'e': 0.9887710779360422}",25,0,-111.24405177614844,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
16,False,"{'a': 0.01, 'e': 0.9872272833756269}",30,0,-175.47482398884088,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
17,False,"{'a': 0.01, 'e': 0.9855847669095608}",25,0,-210.80710098760483,"{0: 10, 1: 5, 2: 6, 3: 1, 4: 3}",0
18,False,"{'a': 0.01, 'e': 0.9838436927881214}",20,4,-43.72952510413265,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
19,False,"{'a': 0.01, 'e': 0.9820042351172703}",20,0,-125.89156126301447,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.9800665778412416}",30,9,-49.079661221875355,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 0}",1
21,False,"{'a': 0.01, 'e': 0.9780309147241483}",25,0,-77.41618826861759,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
22,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,0,-121.65049302431592,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9736663950053749}",20,0,-64.8433298744354,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.9713379748520297}",30,11,-64.07115047263879,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 0}",1
25,False,"{'a': 0.01, 'e': 0.9689124217106447}",30,0,-79.06034949279993,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.9663899781345132}",20,0,-81.36651665574169,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9637708963658905}",20,0,-214.39389974906067,"{0: 9, 1: 1, 2: 4, 3: 3, 4: 3}",1
28,False,"{'a': 0.01, 'e': 0.9610554383107709}",25,0,-154.48322816724522,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.9582438755126972}",35,0,-149.23295414309067,"{0: 23, 1: 1, 2: 9, 3: 0, 4: 2}",0
30,False,"{'a': 0.01, 'e': 0.955336489125606}",20,0,-259.2770356605204,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 5}",0
31,False,"{'a': 0.01, 'e': 0.9523335698857134}",25,0,-121.2697937256631,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
32,False,"{'a': 0.01, 'e': 0.9492354180824408}",30,0,-84.7911463925893,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.946042343528387}",20,0,-82.81116856948424,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",25,0,-95.2432024321948,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",20,0,-72.23652217280599,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",25,8,-209.27764501764716,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 4}",1
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",30,0,-150.16970719454167,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",20,16,5.635641022888571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",30,0,-97.31717390627938,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-88.2770812554182,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",30,0,-193.3111607174064,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",35,14,-94.42300767572695,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 2}",1
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",25,0,-141.99163382222667,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199634}",20,0,-106.1657000971706,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",20,0,-140.42535082111252,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255252}",20,0,-130.6050987129153,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
47,False,"{'a': 0.01, 'e': 0.891568288195329}",20,0,-134.45231330945444,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",20,8,-47.529296833330214,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
49,False,"{'a': 0.01, 'e': 0.8823328586101215}",20,0,-54.535195242589424,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",20,0,-186.68640684583656,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",25,13,0.1368136087025147,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",25,0,-91.40116214829419,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",20,0,-132.45133660978325,"{0: 7, 1: 5, 2: 6, 3: 1, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",20,0,-62.70957428532768,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,13,-9.72420487437786,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,8,-216.6331882352136,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 5}",1
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",20,0,-50.04711481521428,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",30,5,-144.36336534587352,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 1}",1
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",20,0,-76.40350290779999,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-181.9359400166818,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",30,0,-118.95709925211057,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",25,0,-72.77088809528398,"{0: 17, 1: 3, 2: 2, 3: 3, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",30,0,-126.67575368346309,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-80.40397171098368,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-133.82094149172227,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,0,-99.96569765247602,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",30,0,-144.59253780950124,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 2}",0
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,0,-127.94517957290665,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",25,0,-115.67858113075484,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",30,0,-102.44278441624051,"{0: 20, 1: 2, 2: 5, 3: 3, 4: 0}",0
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",30,0,-157.27722099106725,"{0: 18, 1: 3, 2: 4, 3: 4, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.751805729140895}",25,0,-71.00748510260377,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-37.04931745091457,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-158.01732479434858,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",25,0,-54.934317070915874,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,0,-90.17698163956378,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109433}",25,0,-172.54578844194575,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",25,0,-82.69601561362263,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",20,0,-129.40396051826053,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471654}",20,0,-117.46040065692284,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
81,False,"{'a': 0.01, 'e': 0.689498432951747}",20,0,-123.58838204703193,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876135}",20,0,-15.855683834890142,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.674875760071267}",20,0,-118.75816018669747,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
84,False,"{'a': 0.01, 'e': 0.6674628258413081}",25,0,-137.17440510369045,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,0,-86.85236563671326,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",35,0,-122.08115140257598,"{0: 24, 1: 4, 2: 4, 3: 2, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,0,-124.5561091068698,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,0,-38.568410453541475,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",20,3,16.59121894420773,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706644}",25,0,-96.50989404023643,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,0,-100.694334236888,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.6058201566434628}",25,0,-24.689467508819188,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,0,-49.69840980218306,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.5897880250310982}",20,0,6.334256041230435,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",25,0,-23.21419038188983,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,0,-37.68847787897357,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",20,0,-25.076425387398245,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",20,0,-46.27299566827164,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.5486898605815875}",25,0,-101.75574336623845,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",20,0,-51.054234128469474,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",35,0,-111.89437515282599,"{0: 23, 1: 2, 2: 8, 3: 2, 4: 0}",0
102,False,"{'a': 0.01, 'e': 0.5233659512516495}",20,0,-61.735236381564725,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",20,9,-118.9459493706385,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 2}",1
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",25,0,-132.37018015930855,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
105,False,"{'a': 0.01, 'e': 0.49757104789172696}",25,0,-101.34895315409945,"{0: 16, 1: 3, 2: 2, 3: 4, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,0,12.41687942768866,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,0,-16.54568603274952,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,0,-35.30868210901914,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,0,-38.31650437548393,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,0,23.36831438170391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,0,-1.2098866981037022,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,0,23.738192812026412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,0,-18.77118037789872,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,0,-61.144105655010804,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,0.1122221087409846,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,0,4.132442039346703,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,0,21.43500459224132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,0,-27.83025119551703,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",25,0,-2.839730631029682,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,0,-17.935574885481987,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,0,21.510823521917015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",20,0,0.07100343568275458,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",30,0,-54.64632175424894,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",20,0,-22.948963485620165,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",25,0,-57.71371193477209,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
21,True,"{'a': 0, 'e': 0}",25,0,4.32913183204107,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
22,True,"{'a': 0, 'e': 0}",25,0,-3.006615088221567,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",25,0,-19.256221277670363,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
24,True,"{'a': 0, 'e': 0}",30,0,-15.39755046249414,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
25,True,"{'a': 0, 'e': 0}",20,0,4.670238018334683,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",20,0,-40.40835064894067,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",20,0,-11.55668139870665,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",20,0,18.791600347707174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'a': 0, 'e': 0}",20,0,-27.305648477884684,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
30,True,"{'a': 0, 'e': 0}",20,0,19.252576332617398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,True,"{'a': 0, 'e': 0}",20,0,-38.03237040499165,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
32,True,"{'a': 0, 'e': 0}",25,0,-14.610230976204422,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
33,True,"{'a': 0, 'e': 0}",20,0,0.8716076689935435,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
34,True,"{'a': 0, 'e': 0}",35,0,2.20704674566111,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
35,True,"{'a': 0, 'e': 0}",25,0,3.9134950316452892,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
36,True,"{'a': 0, 'e': 0}",20,0,-7.077025925445387,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
37,True,"{'a': 0, 'e': 0}",30,0,-19.609667739147643,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
38,True,"{'a': 0, 'e': 0}",20,0,-2.960072728349211,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
39,True,"{'a': 0, 'e': 0}",20,0,-41.10360299808007,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
40,True,"{'a': 0, 'e': 0}",25,0,-19.429505823990148,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",20,0,0.5229234771456784,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
42,True,"{'a': 0, 'e': 0}",20,0,23.412721752025217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
43,True,"{'a': 0, 'e': 0}",20,0,29.488825513465734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,True,"{'a': 0, 'e': 0}",25,0,-7.468317848124966,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
45,True,"{'a': 0, 'e': 0}",25,0,3.072255009838397,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
46,True,"{'a': 0, 'e': 0}",20,0,-62.55110572529024,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",25,0,26.536948036436744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
48,True,"{'a': 0, 'e': 0}",25,0,-43.4797961072288,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
49,True,"{'a': 0, 'e': 0}",20,0,0.09230314347750701,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
50,True,"{'a': 0, 'e': 0}",25,0,29.26315247306206,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
51,True,"{'a': 0, 'e': 0}",25,0,-33.76404748089186,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
52,True,"{'a': 0, 'e': 0}",20,0,-24.107136506324963,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
53,True,"{'a': 0, 'e': 0}",20,0,-15.878972406420754,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
54,True,"{'a': 0, 'e': 0}",20,0,22.474768927949473,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,True,"{'a': 0, 'e': 0}",20,0,-21.587409870593113,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
56,True,"{'a': 0, 'e': 0}",25,0,-58.67416893417499,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
57,True,"{'a': 0, 'e': 0}",20,0,0.056732517495206025,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
58,True,"{'a': 0, 'e': 0}",20,0,-14.799754525796127,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
59,True,"{'a': 0, 'e': 0}",20,0,17.882547156880626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",25,0,24.386587539178596,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,True,"{'a': 0, 'e': 0}",20,0,-6.078175059651395,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
62,True,"{'a': 0, 'e': 0}",25,0,-15.712558274482983,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
63,True,"{'a': 0, 'e': 0}",25,0,-59.114588622972924,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
64,True,"{'a': 0, 'e': 0}",20,0,-19.96292181756412,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
65,True,"{'a': 0, 'e': 0}",25,0,15.85059358244191,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
66,True,"{'a': 0, 'e': 0}",25,0,-30.425895637166917,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
67,True,"{'a': 0, 'e': 0}",30,0,6.000333498259137,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
68,True,"{'a': 0, 'e': 0}",20,0,-22.14308618374445,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
69,True,"{'a': 0, 'e': 0}",25,0,17.38981762686486,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
70,True,"{'a': 0, 'e': 0}",30,0,-85.17585734556862,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
71,True,"{'a': 0, 'e': 0}",20,0,-18.74398254632379,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
72,True,"{'a': 0, 'e': 0}",20,0,-6.600497893044101,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
73,True,"{'a': 0, 'e': 0}",20,0,19.05965288237738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,True,"{'a': 0, 'e': 0}",25,0,-16.191719063280203,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
75,True,"{'a': 0, 'e': 0}",20,0,-23.52649762214406,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
76,True,"{'a': 0, 'e': 0}",20,0,3.271481999776626,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
77,True,"{'a': 0, 'e': 0}",20,0,20.068390006232647,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
78,True,"{'a': 0, 'e': 0}",25,0,-0.5823642408308969,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
79,True,"{'a': 0, 'e': 0}",25,0,-1.6643704716913241,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
80,True,"{'a': 0, 'e': 0}",20,0,-28.06411418696312,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
81,True,"{'a': 0, 'e': 0}",20,0,-2.5810088811729965,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
82,True,"{'a': 0, 'e': 0}",25,0,-25.920760768041838,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
83,True,"{'a': 0, 'e': 0}",25,0,-11.513569689131282,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
84,True,"{'a': 0, 'e': 0}",30,0,-33.46828751880793,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
85,True,"{'a': 0, 'e': 0}",25,0,-39.73037234303459,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
86,True,"{'a': 0, 'e': 0}",20,0,-21.56252723464322,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
87,True,"{'a': 0, 'e': 0}",25,0,5.360015353115369,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
88,True,"{'a': 0, 'e': 0}",20,0,-4.486274200684522,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
89,True,"{'a': 0, 'e': 0}",20,0,1.778862377158184,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
